rid,stable_id,joke,joke_cleaned,word_count,topic,topic_all_nouns,combo_key,combo_freq
571668,c97954baca68a49971b996f523dacd7d3d542c08,Why did the man get kicked out of the russian bar? because he walked in.,why did the man get kicked out of the russian bar ? because he walked in .,17,"man, bar","man, bar","bar, man",379
571744,c980ac9f4419cdc8aba5d42bcdd04d26ecb27b0b,An Irish man walks out of a bar... Has never happened.,an irish man walks out of a bar ...  has never happened .,13,"man, bar","man, bar","bar, man",379
571833,c9884904f791203c0b07498aeb8400c3983bea01,Two men walked into a bar — You'd have thought the second guy would duck,two men walked into a bar you'd have thought the second guy would duck,14,"man, bar","man, bar","bar, man",379
574022,ca56c5c2bb73fd5900259d81fd8c3afcdbc695a1,A man walks into a bar the next guy walks under it.,a man walks into a bar the next guy walks under it .,13,"man, bar","man, bar","bar, man",379
576849,cb545b19f739a906a10d1a9106fbade76e739bf9,3 men walked into a bar — They all said ouch,3 men walked into a bar they all said ouch,10,"man, bar","man, bar","bar, man",379
579347,cc36cbc62e304cf30d4f0bb9cb93d380f9b685d3,a man walked into a bar... ...the other one ducked,a man walked into a bar ... the other one ducked,11,"man, bar","man, bar","bar, man",379
580983,ccc5643e5ab2e7fd85ea9f267a759061f856d52a,Two men walk into a bar The third one ducked.,two men walk into a bar the third one ducked .,11,"man, bar","man, bar","bar, man",379
584974,ce224c90885f754041cc3d812444045d5657f216,My favorite Irish Joke. Two Irish men walk out of a bar.,my favorite irish joke . two irish men walk out of a bar .,14,"man, bar","man, bar","bar, man",379
585600,ce596e8a986e2c409549632e455f5f78dd559def,Two men walk into a bar... The 3rd one ducked.,two men walk into a bar ...  the 3rd one ducked .,12,"man, bar","man, bar","bar, man",379
588484,cf58fa5eccefe3a95af7221891f8655ffd5f2c3f,A blind man walks into a bar And gets so drunk that he doesn't see double.,a blind man walks into a bar and gets so drunk that he doesn't see double .,17,"man, bar","man, bar","bar, man",379
588971,cf85669d4b094a459f49b74ab1504ddb1d026870,So a blind man walks into a bar. At least he thinks so.,so a blind man walks into a bar . at least he thinks so .,15,"man, bar","man, bar","bar, man",379
589193,cf99f103921a3758bd2bd67d0123c6177ccad32c,A man walked into a bar... It hurts.,a man walked into a bar ...  it hurts .,10,"man, bar","man, bar","bar, man",379
593418,d10edcfddb6b96f309831921425f502206d9b739,A man walks into a bar He shits in it ...Sorry,a man walks into a bar he shits in it  ... sorry,12,"man, bar","man, bar","bar, man",379
593633,d120d713be62d5a5aa2d050463a9362189fb1c61,"A man walks into a bar ""Ouch""","a man walks into a bar "" ouch """,9,"man, bar","man, bar","bar, man",379
595415,d1c398c01a0556d3e4eaa52f1ccea1e2f984f4b4,Three men walked into a bar... I ducked,three men walked into a bar ...  i ducked,9,"man, bar","man, bar","bar, man",379
598440,d2d9b0c9cfd58039c62f3057504cb44da036823c,"An Irish man walks out of a bar... You never know, it might actually happen someday!","an irish man walks out of a bar ...  you never know , it might actually happen someday !",19,"man, bar","man, bar","bar, man",379
598556,d2e4abc82a23828dc99fa8d6b86afdfd48844273,"A man walks into a bar... ...And he says ""ow, that hurt""","a man walks into a bar ... and he says "" ow , that hurt """,16,"man, bar","man, bar","bar, man",379
606372,d5b37bf7494d8a7ae4eed2865822050fd0fe3655,Two men walked into a bar You'd think at least one of them would've ducked.,two men walked into a bar you'd think at least one of them would've ducked .,16,"man, bar","man, bar","bar, man",379
607194,d5fe4051bf15f5e9478007f5c87ae5710149b20d,A man runs into a bar And he is knocked unconcious,a man runs into a bar and he is knocked unconcious,11,"man, bar","man, bar","bar, man",379
608635,d6809f3fd17f12bdf34f02b94ae9b0163092f1df,Three men walked into a bar. Don't you think the third one would have ducked?,three men walked into a bar . don't you think the third one would have ducked ?,17,"man, bar","man, bar","bar, man",379
618340,d9f290468723608687b464e6c9ffa6c02cd1e33c,A man walks into a bar. Ouch.,a man walks into a bar . ouch .,9,"man, bar","man, bar","bar, man",379
618905,da2419c2eab232e610f4ae03eed0d17f2ed61df2,A man walks into a bar and says ow,a man walks into a bar and says ow,9,"man, bar","man, bar","bar, man",379
623285,dba7e9b5f214d93ef5d7b84891c04d754f86de29,"Two men walk into a bar (under 10 second joke) Two men walk into a bar.......... See that's weird because if the first guy didn't see it, the second guy should have.","two men walk into a bar ( under 10 second joke ) two men walk into a bar ...  see that's weird because if the first guy didn't see it , the second guy should have .",37,"man, bar","man, bar","bar, man",379
625313,dc63a34a2ba66cf8fc342d8ace2f874f6de384c8,So a blind man walked into a bar.. It really hurt,so a blind man walked into a bar ...  it really hurt,12,"man, bar","man, bar","bar, man",379
625860,dc8e3fa24cd86b6b8eea8596ec342a983cb68167,"Two men walk into a bar, which is strange since you'd think the second one would have seen it when the first one hit it.","two men walk into a bar , which is strange since you'd think the second one would have seen it when the first one hit it .",27,"man, bar","man, bar","bar, man",379
626165,dcab1383a968b0bd806ccd1616ac59a7b6647c47,A Chinese man walks into a bar He's partying,a chinese man walks into a bar he's partying,9,"man, bar","man, bar","bar, man",379
627691,dd34a5ba972614f133c7ad21056911a74811de1e,An Irish man walks out of a bar.... That's the joke.,an irish man walks out of a bar ...  that's the joke .,13,"man, bar","man, bar","bar, man",379
627825,dd4266ea9963172c9773522ceb85caa68199ac38,A man walks into a bar... Ouch!,a man walks into a bar ...  ouch !,9,"man, bar","man, bar","bar, man",379
627826,dd4266ea9963172c9773522ceb85caa68199ac38,A man walks into a bar... OUCH!!!!,a man walks into a bar ...  ouch !,9,"man, bar","man, bar","bar, man",379
627827,dd4266ea9963172c9773522ceb85caa68199ac38,A man walks into a bar ...ouch!,a man walks into a bar  ... ouch !,9,"man, bar","man, bar","bar, man",379
627828,dd4266ea9963172c9773522ceb85caa68199ac38,A man walks into a bar.... Ouch!!!,a man walks into a bar ...  ouch !,9,"man, bar","man, bar","bar, man",379
628907,dda403da22f68621a751bf7df3135e4f9398fdfd,"A man walks into a bar and asks: ""I'm sorry, but are you a gay bar or normal bar?"" ""Yes.""","a man walks into a bar and asks : "" i'm sorry , but are you a gay bar or normal bar ? "" "" yes . """,28,"bar, man","bar, man","bar, man",379
630254,de1a473e0dc2b56ac52c31424c6314c8708c58be,"A man walks into a bar, He says ouch.","a man walks into a bar , he says ouch .",11,"man, bar","man, bar","bar, man",379
631653,de9cd42b7f9f98fc890292036396d53ad4ab3c0f,A blind man walks into a bar. And people.,a blind man walks into a bar . and people .,11,"man, bar","man, bar","bar, man",379
631831,deaad47c17c121bd8ca3d78b733775325379ad11,An Irish man walks into a bar. .,an irish man walks into a bar ...,8,"man, bar","man, bar","bar, man",379
632366,ded97ff92a726c28c559948ec1fd3304abdc025f,A blind man walked into a bar... He never saw it coming.,a blind man walked into a bar ...  he never saw it coming .,14,"man, bar","man, bar","bar, man",379
635437,dfeebf0b9f71da4aacc8ddd2854a5e842008f642,A man walks into a bar Thankfully I ducked,a man walks into a bar thankfully i ducked,9,"man, bar","man, bar","bar, man",379
638158,e0de82106d48c1e4c94d5b7dac0add20df9642bd,OFFENSIVE What did I do when I saw an Iraqi man walk into a bar. I ran.,offensive what did i do when i saw an iraqi man walk into a bar . i ran .,19,"man, bar","man, bar","bar, man",379
639842,e177b261d453c4701ca4199e608f9bfb5b1fdda3,A man walks into a bar It really hurt,a man walks into a bar it really hurt,9,"man, bar","man, bar","bar, man",379
640250,e19dc01b251c3b0507d4d2680692292ceb7baa21,So a blind man walks into a bar He hurts himself pretty badly.,so a blind man walks into a bar he hurts himself pretty badly .,14,"man, bar","man, bar","bar, man",379
641666,e21be52d13f16370a2dc1fa0ab83119450cb1c78,A black man walks into a bar... gets shot.,a black man walks into a bar ...  gets shot .,11,"man, bar","man, bar","bar, man",379
646490,e3d47c3ad6eb66ac7655c2cb13b9d6908b6b9384,"A man walked into a bar... ""Ouch!""","a man walked into a bar ...  "" ouch ! """,11,"man, bar","man, bar","bar, man",379
650189,e5286b2893988de8aa02130a69cbb618c67bc876,A man walks right past a bar.. Wait! Where are you going? I need you for the joke!,a man walks right past a bar ...  wait ! where are you going ? i need you for the joke !,22,"man, bar","man, bar","bar, man",379
652560,e601ec0a10a3fb03e29fe0fdb084bb146df78996,"A man walks into a bar... ""Ouch!""","a man walks into a bar ...  "" ouch ! """,11,"man, bar","man, bar","bar, man",379
652849,e61cb1e6164a8c1d82d971e6420868ab4b66d6ba,This belongs to something named r/ehjokes An Irish Man Walks Out Of A Bar.,this belongs to something named r ehjokes an irish man walks out of a bar .,16,"man, bar","man, bar","bar, man",379
653815,e676d0887cd0e23128391eb63f35fb17b2a1db64,A man walks into a bar... He should have ducked.,a man walks into a bar ...  he should have ducked .,12,"man, bar","man, bar","bar, man",379
653939,e6816631c0d921de1e834de3905fc2a84fbda1b0,"What did the man say when he walked into a bar? ""Ouch!""","what did the man say when he walked into a bar ? "" ouch ! """,16,"man, bar","man, bar","bar, man",379
654932,e6dd50418904bfb020d533055014c29e4d60740b,A bar walks into a man and cracks it open.,a bar walks into a man and cracks it open .,11,"bar, man","bar, man","bar, man",379
654967,e6e04e3c37a2f1d160ab113ff6d93ae6274b0e9c,"Another Bar Joke 49 gay men walk into a bar and say ""ouch"".","another bar joke 49 gay men walk into a bar and say "" ouch "" .",16,"bar, man","bar, man","bar, man",379
656511,e76a0dce27263f0d10662114b12bb2afe58e5e3e,A man walks into a bar it's already full of bad jokes.,a man walks into a bar it's already full of bad jokes .,13,"man, bar","man, bar","bar, man",379
662365,e978ecd6a2f2128aa2964c3c16ac022e69fd2957,An Irish man walks out of a bar.,an irish man walks out of a bar .,9,"man, bar","man, bar","bar, man",379
665145,ea6e3aba7037501c6ee095b353cd94eb77a3e838,"A tall man walks into a bar... ""Ouch!""","a tall man walks into a bar ...  "" ouch ! """,12,"man, bar","man, bar","bar, man",379
670464,ec41605ee8eda2283707a993f7ab29917e3ff20f,Two men walk into a bar You'd think the second guy would duck,two men walk into a bar you'd think the second guy would duck,13,"man, bar","man, bar","bar, man",379
670600,ec4c8435daafed324cef5724d90364279a3069b9,A man walks into a bar... Just kidding,a man walks into a bar ...  just kidding,9,"man, bar","man, bar","bar, man",379
671664,ecac5fc38f3f27213f86e6027660d0af8dca96af,Two men walk into a bar.. You'd think at least one of them would have ducked.,two men walk into a bar ...  you'd think at least one of them would have ducked .,18,"man, bar","man, bar","bar, man",379
675898,ee22aaf8b2800ad3a3e52bd5b3807382aff54909,3 Irish men walk out of a bar Get it?,3 irish men walk out of a bar get it ?,11,"man, bar","man, bar","bar, man",379
676997,ee8595d952d851282ef44ef0cd93892deff98c42,3 men walked into a bar Fourth one ducked,3 men walked into a bar fourth one ducked,9,"man, bar","man, bar","bar, man",379
678298,eef69cd5439a7feaabb1045f6eb2cacc79dd823f,"An Irish man walks out of a bar... Not likely, but weirder things have happened.","an irish man walks out of a bar ...  not likely , but weirder things have happened .",18,"man, bar","man, bar","bar, man",379
680034,ef9340b06e73efab1eb5050e52229523c02a7758,"Two men walk into a bar... Knock, knock.","two men walk into a bar ...  knock , knock .",11,"man, bar","man, bar","bar, man",379
681571,f0230f28597045b4b9e3ecb9f6974cd70a9e724c,An Irish man walks past a bar... that's it,an irish man walks past a bar ...  that's it,10,"man, bar","man, bar","bar, man",379
682722,f086b2c74525eb9a53417a94d3c8089df39b48f2,Two men walk into a BAR... The third one ducked!,two men walk into a bar ...  the third one ducked !,12,"man, bar","man, bar","bar, man",379
683390,f0c1ecc806437202992fd0d7a5edcc6c44b35602,"A man walks into a bar He says ""that hurt"" and carried on with his day...","a man walks into a bar he says "" that hurt "" and carried on with his day ...",19,"man, bar","man, bar","bar, man",379
684436,f123c950215d3dbee04aa928ff21aa5f23dc0f80,"A man walks into a bar.... He says ow, turns around and walks away.","a man walks into a bar ...  he says ow , turns around and walks away .",17,"man, bar","man, bar","bar, man",379
685931,f1a99838759a72a143e3b32b73bcbe49a481fd09,Three men walk into a bar... You think the third would've seen it by then.,three men walk into a bar ...  you think the third would've seen it by then .,17,"man, bar","man, bar","bar, man",379
687741,f24d978ec8e67560cccec24d8e3cd662313b31d1,OC A bar walks into a man And thats how he discovered he was gay,oc a bar walks into a man and thats how he discovered he was gay,15,"bar, man","bar, man","bar, man",379
688876,f2b83455a7c11392f08057bf96e17b11e04e3a17,A man walks into a bar... Ouch. What a classic joke,a man walks into a bar ...  ouch . what a classic joke,13,"man, bar","man, bar","bar, man",379
695072,f4dffc48274d17042c5093f99aaffc0dcf1f4bd1,A blind man walks into a bar. Ow.,a blind man walks into a bar . ow .,10,"man, bar","man, bar","bar, man",379
695263,f4f208db004148e6414491af18f3b5d1ad4243e5,An Irish man walks out of a bar,an irish man walks out of a bar,8,"man, bar","man, bar","bar, man",379
702161,f754ed271dae83a960fd1b2040a5cb5e1830e813,A scottish man walks out of a bar...,a scottish man walks out of a bar ...,9,"man, bar","man, bar","bar, man",379
703042,f7a41784cc6ac7d3780f4e0d238fd7628d730011,A man walks into a bar. It was set rather low.,a man walks into a bar . it was set rather low .,13,"man, bar","man, bar","bar, man",379
704332,f81a9972259d7c013bfc972824685d95205769c3,"A blind man walks into a bar He hears two guys laughing and says "" I don't see anything funny here""","a blind man walks into a bar he hears two guys laughing and says "" i don't see anything funny here """,22,"man, bar","man, bar","bar, man",379
706827,f8fed1b8f3762546fbdfb69bf51aabf495343d19,A man walks into a bar. he then says ouch.,a man walks into a bar . he then says ouch .,12,"man, bar","man, bar","bar, man",379
707438,f931db7f73bad3409e08a5b831862cc68b9d72bb,A man walks into a bar He needs to watch where he's going,a man walks into a bar he needs to watch where he's going,13,"man, bar","man, bar","bar, man",379
710526,fa49b7061e2cbe9567b3d88a69e21d99444e7fc8,A man walked into a bar He is blind.,a man walked into a bar he is blind .,10,"man, bar","man, bar","bar, man",379
710684,fa596bed760b53c86a96b4301f45520068e97b78,A bar goes into a man... It was a gay bar.,a bar goes into a man ...  it was a gay bar .,13,"bar, man","bar, man","bar, man",379
718350,fd11335d99ecb9cdbf2422fb5b5d0f142fd2301a,A man walks into a bar And asks if they know why they had that bar so low down.,a man walks into a bar and asks if they know why they had that bar so low down .,20,"bar, man","bar, man","bar, man",379
724643,ff48a671ef3b1d72a38e90b57fea2d68f78d4974,A man walks into a bar... it hurts,a man walks into a bar ...  it hurts,9,"man, bar","man, bar","bar, man",379
725173,ff73a25e25278491161a1e8fd652be268fb4c533,"A man walks into a bar ""Ow!""","a man walks into a bar "" ow ! """,10,"man, bar","man, bar","bar, man",379
1124,0065d10243571c655a492849fa1e6a270f2e7c3c,There are three types of people in this world.. Those who can count and those who can't,there are three types of people in this world ...  those who can count and those who can't,18,"type, world","world, type","type, world",261
5018,01cf12479b59e671e339a89fb227d2e9630e64a0,There are 2 types of people in this world Type 1 and type 2,there are 2 types of people in this world type 1 and type 2,14,"type, world","type, world","type, world",261
9072,03457c719a0cc000ec0787e5edd17e944dfb0739,There are 10 types of people in this world The ones who understands binary and the ones who don't.,there are 10 types of people in this world the ones who understands binary and the ones who don't .,20,"type, world","world, type","type, world",261
10944,03efff7787ff3754f879e0476dd577ab32880b16,"There are 10 types of people in the world Those who know binary, those who don't, and those who knew this was a trinary joke.","there are 10 types of people in the world those who know binary , those who don't , and those who knew this was a trinary joke .",28,"type, world","world, type","type, world",261
13606,04e56f71277413ec0e1d4c9508e7399789764342,"There are three types of people in the world Those who can count, and those who can't","there are three types of people in the world those who can count , and those who can't",18,"type, world","world, type","type, world",261
14968,055e12fb9857ac32dfe9de10a3243c9206ba2db6,Computing joke There are 10 types of people in this world Those who understand binary and those who don't,computing joke there are 10 types of people in this world those who understand binary and those who don't,19,"type, world","world, type","type, world",261
15551,05909368b4eba51d4742426cf2d2362354c26ff1,There are two types of people in this world: 1) People who finish what they started,there are two types of people in this world : 1 ) people who finish what they started,18,"type, world","world, type","type, world",261
17094,06194b116375bd7fe5a26fafa0d4e39a835d3108,"There are 3 types of people in the world:. Those that can count, — Those that can't.","there are 3 types of people in the world : . those that can count , those that can't .",20,"type, world","world, type","type, world",261
18592,069cc646ecaad9697bde5c3200dfcee0b0717b45,There are only 10 types of people in this world. Those who understand Binary and those who don't,there are only 10 types of people in this world . those who understand binary and those who don't,19,"type, world","world, type","type, world",261
19412,06e6b90d4fcbd9cc48ba1f24a8982416343dcfc0,There are two types of people in this world People who say there are two types of people and those who don't,there are two types of people in this world people who say there are two types of people and those who don't,22,"type, world","type, world","type, world",261
19556,06f33d8047567b009e50ff3f230c2a90297eff98,There are 3 types of people in this world Those who can count and those who can't,there are 3 types of people in this world those who can count and those who can't,17,"type, world","world, type","type, world",261
23790,087efb76f2ff9f50588402e0b7d84f97259bf342,"There are 10 types of people in this world: Those who understand binary, those who don't, and those who didn't expect a ternary joke.","there are 10 types of people in this world : those who understand binary , those who don't , and those who didn't expect a ternary joke .",28,"type, world","world, type","type, world",261
24949,08e9ad6f0e36009745e7c81e9bc4e3fe1f9dd2a5,There are three types of people in this world People who can count People who can't count,there are three types of people in this world people who can count people who can't count,17,"type, world","world, type","type, world",261
25447,0914a49ca6af62eed311e2750bb7dc66099fa663,There are 10 types of people in the world... Those that can read binary and those that can't.,there are 10 types of people in the world ...  those that can read binary and those that can't .,20,"type, world","world, type","type, world",261
27310,09baa55d5cebebaa6f82c9556929224a6a2a4661,"There's 2 types of people in this world... ....Those who know binary, and those who don't.","there's 2 types of people in this world ... those who know binary , and those who don't .",19,"type, world","world, type","type, world",261
28343,0a15c04e7e5bd64d5c84feb05729a4bd9d7bbc3e,"There are 10 types of people in this world. Those who understand binary, those who don't, and those who weren't expecting a ternary joke.","there are 10 types of people in this world . those who understand binary , those who don't , and those who weren't expecting a ternary joke .",28,"type, world","world, type","type, world",261
30467,0ad828a0a5faa976baa42a7a3b5d2679ff9c35bb,"There's three type of people in this world... Those that can count, and those that can't.","there's three type of people in this world ...  those that can count , and those that can't .",19,"type, world","world, type","type, world",261
31948,0b61398e2f757e01b1a10e8e8cd577e44cc63dce,"There are 10 types of people in the world, Those who understand binary, and those who don't.","there are 10 types of people in the world , those who understand binary , and those who don't .",20,"type, world","world, type","type, world",261
33844,0c076c9d86a27612aff46cd0712f0704831cd3fe,"There are 10 types of people in this world — Those that understand binary, and those who don't","there are 10 types of people in this world those that understand binary , and those who don't",18,"type, world","world, type","type, world",261
35581,0ca6286f7130640ada09ce4e2e77f1539d1a7da9,"There are 10 types of people... There are 10 types of people in this world, those who understand binary, and those who don't .","there are 10 types of people ...  there are 10 types of people in this world , those who understand binary , and those who don't .",27,"type, world","type, world","type, world",261
36491,0cfd0f47e5daa2eb00b0f21bdf653f62f61865d2,"There're only 10 types of people in the world ... those that understand binary, and those who don't.","there're only 10 types of people in the world  ...  those that understand binary , and those who don't .",20,"type, world","world, type","type, world",261
43210,0f64155c969ffb2e49de1abacac63e8f4c3fd878,There are 11 types of people in the world. All three of them understand binary.,there are 11 types of people in the world . all three of them understand binary .,17,"type, world","world, type","type, world",261
45931,105819e5b87cea7bba831d2ffc6644718000a450,There are 10 types of people in this world. Those of us who understand binary and everyone else.,there are 10 types of people in this world . those of us who understand binary and everyone else .,20,"type, world","world, type","type, world",261
49062,116d0955ce99d55f60e921d5ffab14a9eb7ac13e,There are only three types of people in this world. Those who can count and those who can't.,there are only three types of people in this world . those who can count and those who can't .,20,"type, world","world, type","type, world",261
51474,1241ca67ff0847d68a7d83a732f08720ef327f6f,"There are 10 types of people in this world, those who understand binary and those who don't.","there are 10 types of people in this world , those who understand binary and those who don't .",19,"type, world","world, type","type, world",261
51860,1264720a0371ad306fb0e6b0ad402268be52dc44,There are 3 types of people in this world; Those who can count and those who can't,there are 3 types of people in this world ; those who can count and those who can't,18,"type, world","world, type","type, world",261
58021,14945aa89b2fb30dfbae9c2cf9340709d9aa18c9,There are 10 types of people in the world. Those who understand binary and those who don't.,there are 10 types of people in the world . those who understand binary and those who don't .,19,"type, world","world, type","type, world",261
58022,14945aa89b2fb30dfbae9c2cf9340709d9aa18c9,There are 10 types of people in the world. Those who understand — Binary and those who don't.,there are 10 types of people in the world . those who understand binary and those who don't .,19,"type, world","world, type","type, world",261
62861,1643d5c2ef07ada500f279de29a2aa3c69b53608,There are 3 types of people in the world... Those that can count and those that can't.,there are 3 types of people in the world ...  those that can count and those that can't .,19,"type, world","world, type","type, world",261
63276,1668ea1481c71458c30c78bb0439805e3fdcab43,"There are 3 types of people in this world. Those who know how to count, and those who don't.","there are 3 types of people in this world . those who know how to count , and those who don't .",22,"type, world","world, type","type, world",261
64737,16f1cf5f5c44fe571801f58dde173d4be100802b,There are three types of people in this world Those who can count And those who cannot count,there are three types of people in this world those who can count and those who cannot count,18,"type, world","world, type","type, world",261
66718,179eaac8f9377a735a7aaba9e4362a96208f046b,Their are 10 types of people in this world. those who know binary and those who don't.,their are 10 types of people in this world . those who know binary and those who don't .,19,"type, world","world, type","type, world",261
69200,187fc5e0dcbfdbaec67d142675ffa2166e0a666f,There are 10 types of people in the world. Those who understand binary and those who get laid.,there are 10 types of people in the world . those who understand binary and those who get laid .,20,"type, world","world, type","type, world",261
69452,1895bd38ca115b0265507b61be4a03fda8c81849,"There are 10 types of people in this world Those who know binary, and those that don't.","there are 10 types of people in this world those who know binary , and those that don't .",19,"type, world","world, type","type, world",261
70201,18db0a0a21603d5d02791205eb3bffe67741e904,"There is 10 types of people in this world... Those who understand binary, and those who don't","there is 10 types of people in this world ...  those who understand binary , and those who don't",19,"type, world","world, type","type, world",261
74845,1a6cff503a43c37138739211ad5f52103326566b,"There are 10 types of people in the world Those who can read binary, and those who can't.","there are 10 types of people in the world those who can read binary , and those who can't .",20,"type, world","world, type","type, world",261
75501,1aa40e6ca9f403336f075e8fb50d8658d18e8ae8,"There are 10 types of people in this world. Those who understand binary, and those who dont.","there are 10 types of people in this world . those who understand binary , and those who dont .",20,"type, world","world, type","type, world",261
85345,1e1bd98ee40507fc4c7903b3ff00be19f2763d1b,There are 10 types of people in this world Those that understand binary and those that don't.,there are 10 types of people in this world those that understand binary and those that don't .,18,"type, world","world, type","type, world",261
87169,1ebf9de13878deee777dcd8bb8a742aba1b01cca,There are two types of people in the world: 1) Those that can be arsed to finish their jokes.,there are two types of people in the world : 1 ) those that can be arsed to finish their jokes .,22,"type, world","world, type","type, world",261
88188,1f1c223f6c842f497fbf33b88521437f7f008172,Their are 10 types of people in the world Those who understand binary and those who don't.,their are 10 types of people in the world those who understand binary and those who don't .,18,"type, world","world, type","type, world",261
99438,231643f05d509997f68d72d60f0b2954dcd2cf41,"There are 3 types of people in this world: Those who can count, and those who can't.","there are 3 types of people in this world : those who can count , and those who can't .",20,"type, world","world, type","type, world",261
100021,234ab90cedfd77a4862139a54f41f023dba14790,"There are 10 types of people in the world Those who understand ternary, those who don't, and those who expected this joke to be in binary","there are 10 types of people in the world those who understand ternary , those who don't , and those who expected this joke to be in binary",28,"type, world","world, type","type, world",261
104732,24f7584a2856ea6ba573d6a76594f888ee417e5f,"There are 10 types of people in the world. Those that understand binary, and those that don't.","there are 10 types of people in the world . those that understand binary , and those that don't .",20,"type, world","world, type","type, world",261
110732,270e4d881a56a4f5aaa26aa405ff8fc73fbbcdea,There are 2 types of people in the world The ones who can count.,there are 2 types of people in the world the ones who can count .,15,"type, world","world, type","type, world",261
111807,276b6109f495521268f68bad80e9f4d2d4cd0169,"There are 3 types of people in this world... Those who can count, and those who cannot.","there are 3 types of people in this world ...  those who can count , and those who cannot .",20,"type, world","world, type","type, world",261
117235,29581e34ea8088f6cb141e88b7127ac5107504ca,There's 3 types of people in the world. The ones that know how to count and the ones that don't.,there's 3 types of people in the world . the ones that know how to count and the ones that don't .,22,"type, world","world, type","type, world",261
121589,2ad6302962e785d561f72b1adac9b0dd840f558d,"There are 10 types of people in this world... Those that can tell a joke, and those that can't.","there are 10 types of people in this world ...  those that can tell a joke , and those that can't .",22,"type, world","world, type","type, world",261
122196,2b0e20053444e7a496f048afae0a4de3d4852e61,There are 10 types of people in this world. Those that know binary and those that don't.,there are 10 types of people in this world . those that know binary and those that don't .,19,"type, world","world, type","type, world",261
122936,2b51e78389918e9ba4837d0850a495ccd72e8e61,There are three types of people in the world — Those who can count and those who cannot,there are three types of people in the world those who can count and those who cannot,17,"type, world","world, type","type, world",261
124100,2bbaef49db518c2b0fb4c0935a67e1795dd510e4,There are three types of people in this world People who can count And people who can't,there are three types of people in this world people who can count and people who can't,17,"type, world","world, type","type, world",261
124801,2bf6c1053e80da06a76fb40320c8d207c14d1156,There are three types of people in the world. Ones that can count and ones that can't.,there are three types of people in the world . ones that can count and ones that can't .,19,"type, world","world, type","type, world",261
124885,2c006fbf11c2219133aa8525370251a7581b9806,"Types of people There are 10 types of people in this world. Those who know binary, and those who don't, and those who weren't expecting a base-3 joke.","types of people there are 10 types of people in this world . those who know binary , and those who don't , and those who weren't expecting a base-3 joke .",32,"type, world","type, world","type, world",261
126499,2c8ef9d45c45efc99aa7cc5d82074e4a5c291d3d,"(Classic) There are only 10 types of people in this world Those who understand binary, and those who don't.","( classic ) there are only 10 types of people in this world those who understand binary , and those who don't .",23,"type, world","world, type","type, world",261
132518,2eae40385dfb202d4db9de284a7bb85fb33b9d6b,"There are 10 types of people in the world Those that understand binary, those who don't, and those who weren't expecting a ternary joke.","there are 10 types of people in the world those that understand binary , those who don't , and those who weren't expecting a ternary joke .",27,"type, world","world, type","type, world",261
132604,2eb50acb3714900b5db7471136172fa1cceca0e2,There are three types of people in this world Those who can count. And those who can't.,there are three types of people in this world those who can count . and those who can't .,19,"type, world","world, type","type, world",261
134819,2f78bba33a5d134bcf5120dd6e37b16bb6659741,"There are 10 types of people in the world — Those who understand binary, and those who don't","there are 10 types of people in the world those who understand binary , and those who don't",18,"type, world","world, type","type, world",261
136790,302e4bf55e105a6ae73d88ad575560b8c82067a7,"There are 3 types of people in this world.... Those who can count, and those who can't.","there are 3 types of people in this world ...  those who can count , and those who can't .",20,"type, world","world, type","type, world",261
136791,302e4bf55e105a6ae73d88ad575560b8c82067a7,"There are 3 types of people in this world... ...those who can count, and those who can't.","there are 3 types of people in this world ... those who can count , and those who can't .",20,"type, world","world, type","type, world",261
136792,302e4bf55e105a6ae73d88ad575560b8c82067a7,"There are 3 types of people in this world... Those who can count, and those who can't.","there are 3 types of people in this world ...  those who can count , and those who can't .",20,"type, world","world, type","type, world",261
136793,302e4bf55e105a6ae73d88ad575560b8c82067a7,"There are 3 types of people in this world.. ..Those who can count, and those who can't.","there are 3 types of people in this world ... those who can count , and those who can't .",20,"type, world","world, type","type, world",261
139330,311ddc44eeca61e79eac031e09c4f05beacd5ae4,There are 10 types of people in this world... Those who know binary and those who don't.,there are 10 types of people in this world ...  those who know binary and those who don't .,19,"type, world","world, type","type, world",261
139632,313a0e81a0cab614a54ae4304fde9cc7a79dcde6,"There are two types of people in this world.... Those who are intelligent, And those who believe there are 12 types of people in this world.","there are two types of people in this world ...  those who are intelligent , and those who believe there are 12 types of people in this world .",29,"type, world","world, type","type, world",261
144466,32f2ec2f9f6f8de8dbad7c7b998cdacbb29631d6,"There are ten types of people in this world Those who understand binary and.. wait, shit","there are ten types of people in this world those who understand binary and ...  wait , shit",18,"type, world","world, type","type, world",261
144499,32f5a446147692859d8e75500e3cf48ca709f8e9,"There are 10 different types of people in the world Those that understand binary, and those that don't","there are 10 different types of people in the world those that understand binary , and those that don't",19,"type, world","world, type","type, world",261
146264,3395030f6c322dc9dfccc55df88f1c26699f12fc,There are three types of people in this world. People who can count and people who can't.,there are three types of people in this world . people who can count and people who can't .,19,"type, world","world, type","type, world",261
154847,369615b3e7da8bc68ad35e550ad698c1887a8b9d,There are 3 types of people in this world.... People who can count and people who can't.,there are 3 types of people in this world ...  people who can count and people who can't .,19,"type, world","world, type","type, world",261
